period,period_type,remaining_seconds_in_period,relevant_team,away_team,home_team,away_score,home_score,description
4,QUARTER,229.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,83,90,Defensive rebound by Team
4,QUARTER,229.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,83,90,Loose ball foul by I. Thomas (drawn by N. Mirotić)
4,QUARTER,229.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,83,91,N. Mirotić makes free throw 1 of 2
4,QUARTER,229.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,83,91,T. Snell enters the game for D. McDermott
4,QUARTER,229.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,83,92,N. Mirotić makes free throw 2 of 2
4,QUARTER,229.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,83,92,Boston full timeout
4,QUARTER,229.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,83,92,M. Smart enters the game for A. Johnson
4,QUARTER,216.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,83,92,K. Olynyk misses 3-pt jump shot from 24 ft
4,QUARTER,215.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,83,92,Defensive rebound by D. Rose
4,QUARTER,199.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,83,94,D. Rose makes 2-pt layup at rim (assist by P. Gasol)
4,QUARTER,181.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,85,94,K. Olynyk makes 2-pt layup at rim
4,QUARTER,161.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,85,94,D. Rose misses 2-pt jump shot from 3 ft
4,QUARTER,160.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,85,94,Offensive rebound by D. Rose
4,QUARTER,157.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,85,96,J. Butler makes 2-pt layup from 2 ft (assist by D. Rose)
4,QUARTER,143.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,87,96,J. Crowder makes 2-pt layup at rim
4,QUARTER,125.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,87,96,P. Gasol misses 2-pt jump shot from 19 ft
4,QUARTER,124.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,87,96,Offensive rebound by N. Mirotić
4,QUARTER,107.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,87,96,D. Rose misses 2-pt layup from 1 ft
4,QUARTER,105.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,87,96,Offensive rebound by D. Rose
4,QUARTER,102.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,87,98,T. Snell makes 2-pt jump shot from 16 ft (assist by J. Butler)
4,QUARTER,98.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,87,98,Shooting block foul by D. Rose (drawn by I. Thomas)
4,QUARTER,98.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,88,98,I. Thomas makes free throw 1 of 2
4,QUARTER,98.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,88,98,J. Sullinger enters the game for K. Olynyk
4,QUARTER,98.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,88,98,I. Thomas misses free throw 2 of 2
4,QUARTER,96.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,88,98,Defensive rebound by P. Gasol
4,QUARTER,73.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,88,98,P. Gasol misses 2-pt jump shot from 3 ft
4,QUARTER,72.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,88,98,Defensive rebound by E. Turner
4,QUARTER,68.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,88,98,Shooting foul by T. Snell (drawn by E. Turner)
4,QUARTER,68.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,89,98,E. Turner makes free throw 1 of 2
4,QUARTER,68.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,90,98,E. Turner makes free throw 2 of 2
4,QUARTER,51.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,90,98,P. Gasol misses 2-pt jump shot from 5 ft
4,QUARTER,49.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,90,98,Defensive rebound by J. Sullinger
4,QUARTER,43.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,90,98,J. Sullinger misses 3-pt jump shot from 24 ft
4,QUARTER,42.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,90,98,Defensive rebound by P. Gasol
4,QUARTER,40.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,90,98,Personal foul by E. Turner (drawn by P. Gasol)
4,QUARTER,40.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,90,99,P. Gasol makes free throw 1 of 2
4,QUARTER,40.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,90,99,P. Gasol misses free throw 2 of 2
4,QUARTER,40.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,90,99,Defensive rebound by E. Turner
4,QUARTER,40.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,90,99,Boston full timeout
4,QUARTER,35.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,90,99,J. Sullinger misses 3-pt jump shot from 25 ft
4,QUARTER,34.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,90,99,Defensive rebound by T. Snell
4,QUARTER,30.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,90,99,Turnover by T. Snell (lost ball; steal by E. Turner)
4,QUARTER,29.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,92,99,E. Turner makes 2-pt layup at rim
4,QUARTER,24.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,92,99,Personal foul by M. Smart (drawn by J. Butler)
4,QUARTER,24.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,92,100,J. Butler makes free throw 1 of 2
4,QUARTER,24.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,92,101,J. Butler makes free throw 2 of 2
4,QUARTER,24.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,92,101,Boston full timeout
4,QUARTER,24.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,92,101,T. Gibson enters the game for P. Gasol
4,QUARTER,17.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,92,101,I. Thomas misses 2-pt jump shot from 13 ft
4,QUARTER,16.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,92,101,Defensive rebound by D. Rose
