period,period_type,remaining_seconds_in_period,relevant_team,away_team,home_team,away_score,home_score,description
4,QUARTER,89.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,114,D. Cousins makes free throw 2 of 2
4,QUARTER,70.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,114,Offensive charge foul by J. Randle (drawn by D. Cousins)
4,QUARTER,70.0,LOS ANGELES LAKERS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,114,Turnover by J. Randle (offensive foul)
4,QUARTER,56.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,114,M. Belinelli misses 2-pt jump shot from 20 ft
4,QUARTER,53.0,LOS ANGELES LAKERS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,114,Defensive rebound by A. Brown
4,QUARTER,32.0,LOS ANGELES LAKERS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,114,J. Clarkson misses 2-pt jump shot from 5 ft
4,QUARTER,30.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,114,Defensive rebound by D. Cousins
4,QUARTER,22.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,116,R. Rondo makes 2-pt jump shot from 7 ft
4,QUARTER,22.0,LOS ANGELES LAKERS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,116,LA Lakers full timeout
4,QUARTER,7.0,LOS ANGELES LAKERS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,116,Turnover by J. Clarkson (lost ball; steal by R. Rondo)
4,QUARTER,7.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,116,Personal foul by J. Clarkson (drawn by D. Cousins)
4,QUARTER,7.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,117,D. Cousins makes free throw 1 of 2
4,QUARTER,7.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,118,D. Cousins makes free throw 2 of 2
4,QUARTER,7.0,LOS ANGELES LAKERS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,118,LA Lakers full timeout
4,QUARTER,4.0,LOS ANGELES LAKERS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,118,L. Williams misses 3-pt jump shot from 24 ft
4,QUARTER,3.0,SACRAMENTO KINGS,LOS ANGELES LAKERS,SACRAMENTO KINGS,115,118,Defensive rebound by Q. Acy
